artist_name,canonical_key,primary_bucket,secondary_buckets,era_focus,scene_depth,seed_priority,seed_score,confidence,confidence_score,inclusion_rationale,source_basis,source_url,review_flag
Indira Paganotto,indira paganotto,Emerging / Niche House Radar,Tech House; Deep Tech; Afro House; Melodic House; UK House; Indie Dance,2020s,Niche / emerging / radar,3,60,Medium,2,Added to improve niche and modern-scene coverage beyond obvious headline artists.,Traxsource Top 500 2025,https://www.traxsource.com/list/160/top-artists-of-2025,
Industry Standard,industry standard,UK house / garage / club / bassline,UKG; 2-step; speed garage; bass house; UK funky; club music,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Infinite Boys,infinite boys,underground / disco / leftfield expansion,,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail underground base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Inland Knights,inland knights,Chicago / acid / jackin / ghetto house,acid house; jackin house; ghetto house; juke/footwork roots,1980s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Inna,inna,Legacy / Crossover House Reference,House; Euro House; Vocal House; Electro House; Progressive crossover,1980s-2010s,Legacy / broad reference,5,25,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Innellea,innellea,Melodic / Progressive House,Afro House; Afterlife; Anjunadeep; Deep Tech; Diynamic; Emerging / Niche House Radar; Indie Dance; Innervisions; Melodic House; Melodic House & Techno; Organic House; Progressive House; Tech House; This Never Happened; UK House; melodic house / melodic techno / progressive; progressive house,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Inner City,inner city,Classic / Deep / Soulful House,Chicago House; Detroit House; Garage House; NYC House; Soulful House; Vocal House; acid house; classic / canonical / global house; ghetto house; jackin house; juke/footwork roots,1980s-2010s,Legacy / foundation / core,1,100,High,3,canonical base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Innercut,innercut,deep / progressive / underground expansion,,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail house-adjacent base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
InntRaw,inntraw,Current chart leaders,House; Tech House; Afro House; Deep House; Melodic House & Techno; Progressive House,2020s,Current chart leader / high-signal,1,100,High,3,Pulled from current Beatport/Traxsource chart ecosystems and related release contexts.,Beatportal 2025 House,https://www.beatportal.com/articles/1210869-house-the-top-selling-tracks-artists-and-labels-of-2025,
Interplanetary Criminal,interplanetary criminal,UK Garage / Bassline / UK House,2-step; Afro House; Bassline; Deep Tech; Emerging / Niche House Radar; Future Garage; Garage House; Indie Dance; Melodic House; Speed Garage; Tech House; UK Funky; UK House; UK funky; UK house / garage / club / bassline; UKG; bass house; club music; speed garage,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,Traxsource Top 500 2025,https://musicbrainz.org/genres,metadata_enrichment_needed
Intr0beatz,intr0beatz,Disco / Nu-Disco / Jackin / Balearic House,French Touch; Funky House; Nu-Disco; Jackin House; Balearic; Indie Dance,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
IO Mulen,io mulen,tech house / minimal / deep tech / rominimal,Solid Grooves; Hot Creations; PIV; Fuse; Cuttin Headz; Toolroom; tech-house long-tail,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_tech,https://musicbrainz.org/genre/1f9c4b4a-c43d-40bd-b806-357153641fd0,metadata_enrichment_needed
Iron Curtis,iron curtis,Lo-Fi / Leftfield / Underground House,Balearic; Deep House; Leftfield House; Lo-Fi House; Minimal; Underground; ambient house; broken house; leftfield / lo-fi / outsider / experimental house; leftfield club; lo-fi house; outsider house,2000s-2020s,Tastemaker / underground coverage,3,60,Medium,2,"Included for less obvious underground house, leftfield and selector-driven discovery routes.",AcousticBrainz Genre Dataset,https://mtg.github.io/acousticbrainz-genre-dataset/,metadata_enrichment_needed
Ish,ish,afro / organic / global house,,mixed,C_current_global_house,2,80,High,3,afro/organic base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Isolée,isolee,commercial / festival / house-adjacent,,mixed,F_house_adjacent_expansion,5,25,Medium,2,broad global electronic/house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Ivan Gough,ivan gough,Legacy / Crossover House Reference,House; Euro House; Vocal House; Electro House; Progressive crossover,1980s-2010s,Legacy / broad reference,5,25,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Ivan Pica,ivan pica,Latin / Brazilian / Iberian house,brazilian bass; latin house; tribal latin; ibiza/iberia,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Ivan Smagghe,ivan smagghe,Disco / Nu-Disco / Jackin / Balearic House,Balearic; Cuttin Headz; French Touch; Funky House; Fuse; Hot Creations; Ibiza lineage; Indie Dance; Jackin House; Nu-Disco; PIV; Solid Grooves; Toolroom; ambient house; balearic; progressive; rave; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Ivandis & Tinik,ivandis and tinik,Afro / Organic / Global House,Afro House; Deep House; Afro Latin; Compilation-radar,2020s,Niche / release-radar,4,40,Medium,2,Added from current Beatport/Traxsource release contexts to capture niche Afro/organic names similar to Moojo/Grigoré universe.,Beatport Moojo,https://www.beatport.com/artist/moojo/755245,
Ivory (IT),ivory it,Melodic / Progressive House,Afterlife; Anjunadeep; Diynamic; Indie Dance; Innervisions; Melodic House & Techno; Organic House; Progressive House; This Never Happened; melodic house / melodic techno / progressive; progressive house,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Izhevski,izhevski,Melodic / Progressive House,Melodic House & Techno; Progressive House; Organic House; Indie Dance,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Iñigo Vontier,inigo vontier,melodic house / melodic techno / progressive,Afterlife; Anjunadeep; Diynamic; Innervisions; This Never Happened; progressive house; brazilian bass; latin house; tribal latin; ibiza/iberia,2010s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,beatport_genres,https://greenroomsupport.beatport.com/hc/en-us/articles/41043520429076-Beatport-Genres-Including-NEW-Open-Format-Genres,metadata_enrichment_needed
J Paul Getto,j paul getto,Disco / Nu-Disco / Jackin / Balearic House,French Touch; Funky House; Nu-Disco; Jackin House; Balearic; Indie Dance,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
J. Worra,j worra,Tech House / Minimal / Deep Tech,Afro House; Deep Tech; Emerging / Niche House Radar; Indie Dance; Melodic House; Microhouse; Minimal; Tech House; UK House; UK Tech House; bass/future house; club culture; commercial discovery bridge; deep/garage/tech/afro/melodic mix; house-pop; identity/scene priors; tech house / minimal / club house,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,tech-house and modern club base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
J.Phlip,j phlip,tech house / minimal / deep tech / rominimal,Solid Grooves; Hot Creations; PIV; Fuse; Cuttin Headz; Toolroom; tech-house long-tail; commercial discovery bridge; house-pop; bass/future house; artist projects and aliases useful for matching releases,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_tech,https://musicbrainz.org/genre/1f9c4b4a-c43d-40bd-b806-357153641fd0,metadata_enrichment_needed
Jack Back,jack back,commercial / festival / house-adjacent,,mixed,F_house_adjacent_expansion,5,25,Medium,2,broad global electronic/house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Jack Beats,jack beats,UK house / garage / club / bassline,UKG; 2-step; speed garage; bass house; UK funky; club music,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Jack J,jack j,leftfield / lo-fi / outsider / experimental house,lo-fi house; outsider house; ambient house; broken house; leftfield club,1990s-2020s,E_long_tail_niche_seed,4,40,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,ra_underground,https://www.youredm.com/2016/12/06/resident-advisor-releases-2016-poll-top-djs/,metadata_enrichment_needed
Jack Wins,jack wins,Toolroom / Defected / Club House Radar,House; Tech House; Club House; Peak-time House,2010s-2020s,Label/radio/club scene coverage,3,60,Medium,2,Added for label-led club-house and tech-house coverage across current commercial-underground ecosystems.,Traxsource Top 500 2025,https://www.traxsource.com/list/160/top-artists-of-2025,
Jackie Queens,jackie queens,Afro / Organic / Global House,3-step; Afro House; Afro Tech; Amapiano; Amapiano-adjacent; Deep House; Gqom-adjacent; Organic House; South African House / Afro Tech / Amapiano-adjacent; Tribal House; afro / organic / global house; afro house; afro melodic; amapiano-adjacent; arabic/mena; organic; tribal,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,Included to widen Afro/organic/global house coverage beyond mainstream festival names.,Beatportal 2025 Afro House,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Jackmaster,jackmaster,tech house / minimal / club house,UKG; 2-step; speed garage; bass house; UK funky; club music,mixed,C_current_global_house,2,80,High,3,tech-house and modern club base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Jacques Greene,jacques greene,Lo-Fi / Leftfield / Underground House,Balearic; Deep House; Leftfield House; Lo-Fi House; Minimal; Underground; ambient house; broken house; leftfield / lo-fi / outsider / experimental house; leftfield club; lo-fi house; outsider house,2000s-2020s,Tastemaker / underground coverage,3,60,Medium,2,"Included for less obvious underground house, leftfield and selector-driven discovery routes.",AcousticBrainz Genre Dataset,https://mtg.github.io/acousticbrainz-genre-dataset/,metadata_enrichment_needed
Jacques Renault,jacques renault,Disco / Nu-Disco / Jackin / Balearic House,Balearic; Detroit; French Touch; Funky House; Indie Dance; Jackin House; New Jersey; Nu-Disco; broken beat-adjacent; deep / soulful / classic / gospel / Detroit house; deep house; disco edits; filter house; french house; gospel; nu-disco; soulful,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Jad & The,jad and the,commercial / festival / house-adjacent,,mixed,F_house_adjacent_expansion,5,25,Medium,2,broad global electronic/house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Jaded,jaded,mainstage / commercial / future / bass house bridge,commercial discovery bridge; house-pop; bass/future house,2000s-2020s,F_house_adjacent_expansion,5,25,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,djmag_top100,https://djmag.com/top100djs,metadata_enrichment_needed
